VIN (1-10);County;City;State;Postal Code;Model Year;Make;Model;Electric Vehicle Type;Clean Alternative Fuel Vehicle (CAFV) Eligibility;Electric Range;Base MSRP;Legislative District;DOL Vehicle ID;Vehicle Location;Electric Utility;2020 Census Tract;Descuentos;Precio Final
YV4BR0CK3M;King;Kirkland;WA;98034;2021;VOLVO;XC90;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;18;69900;45;167346371;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021904;22873;47027
1N4BZ1CP9K;Clark;Vancouver;WA;98664;2019;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;150;44100;49;304537488;POINT (-122.589388 45.6228731);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041208;10406;33694
WBY7Z6C58J;King;Kirkland;WA;98033;2018;BMW;I3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;114;52900;48;218106094;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022701;17964;34936
7SAYGDEE5P;King;Seattle;WA;98112;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;43;227245910;POINT (-122.30764 47.62523);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006300;14597;55303
W1N9M0KB2P;King;Seattle;WA;98119;2023;MERCEDES-BENZ;EQB-CLASS;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;36;230234847;POINT (-122.363815 47.63046);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006900;27098;42802
5UX43EU05R;Jefferson;Port Townsend;WA;98368;2024;BMW;X5;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;39;69900;24;261302723;POINT (-122.7644197 48.1195874);BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY;53031950604;21706;48194
5YJ3E1EB9M;Island;Oak Harbor;WA;98277;2021;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;44100;10;181200813;POINT (-122.6788673 48.2897314);PUGET SOUND ENERGY INC;53029970402;8082;36018
JTDKARFPXL;King;Seattle;WA;98119;2020;TOYOTA;PRIUS PRIME;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;69900;36;104939726;POINT (-122.363815 47.63046);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033007001;26665;43235
2C4RC1L70P;King;Tukwila;WA;98188;2023;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;52900;11;251275860;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;8072;44828
5YJ3E1EB3L;King;Kirkland;WA;98033;2020;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;322;69900;48;1868562;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022603;11495;58405
7SAYGDEE3P;Kitsap;Bainbridge Island;WA;98110;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;23;228757623;POINT (-122.5235781 47.6293323);PUGET SOUND ENERGY INC;53035090700;20651;49249
5YJ3E1EAXP;King;Kenmore;WA;98028;2023;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;46;236114392;POINT (-122.2504747 47.7617128);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021600;22631;47269
WA1L2BFZ6P;King;Redmond;WA;98052;2023;AUDI;Q4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;52900;45;258353812;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032323;17299;35601
5YJ3E1EA7P;King;Sammamish;WA;98074;2023;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;59900;45;258136833;POINT (-122.0313266 47.6285782);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032216;20152;39748
5YJ3E1EB9J;King;Bellevue;WA;98004;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;31950;48;213997059;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023701;12717;19233
5YJYGDEE9M;King;Redmond;WA;98052;2021;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;45;166102751;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032321;26013;43887
1C4JJXP60P;King;Tukwila;WA;98188;2023;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;69900;11;229500547;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;22202;47698
KNDCC3LD3K;King;Seattle;WA;98125;2019;KIA;NIRO;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;26;36800;46;474771398;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033001100;11659;25141
1G1RA6S5XH;King;Issaquah;WA;98029;2017;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;53;44100;5;219260933;POINT (-121.9993659 47.5484866);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032220;8533;35567
1G1FZ6S09L;King;Burien;WA;98146;2020;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;259;69900;34;127250294;POINT (-122.355145 47.505655);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033027600;16952;52948
1FTBW1XK1N;King;Seattle;WA;98144;2022;FORD;TRANSIT;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;36800;37;261226255;POINT (-122.30823 47.581975);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033009400;6782;30018
5YJ3E1EB5J;King;Seattle;WA;98125;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;36800;46;475824849;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000700;10957;25843
1G1FY6S00P;Yakima;Selah;WA;98942;2023;CHEVROLET;BOLT EUV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;59900;15;245765894;POINT (-120.54188 46.654175);PACIFICORP;53077003200;19989;39911
5YJSA1H19E;Thurston;Olympia;WA;98501;2014;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;208;69900;22;179861776;POINT (-122.89692 47.043535);PUGET SOUND ENERGY INC;53067010802;0;69900
7SAYGDEE3P;King;Redmond;WA;98052;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;31950;48;259028836;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022902;6709;25241
1N4BZ1CP5K;King;Sammamish;WA;98074;2019;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;150;31950;45;107683873;POINT (-122.0313266 47.6285782);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032316;7639;24311
1G1RD6S50J;Clark;Vancouver;WA;98685;2018;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;53;31950;18;167418835;POINT (-122.70302 45.703706);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040909;10672;21278
1G1FX6S07H;King;Seattle;WA;98125;2017;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;59900;46;324086017;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000800;10060;49840
5YJYGDEE6L;King;Seattle;WA;98178;2020;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;291;69900;37;111895913;POINT (-122.234385 47.494545);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033011902;6119;63781
JA4T5VA92P;King;Shoreline;WA;98133;2023;MITSUBISHI;OUTLANDER;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;52900;32;233568170;POINT (-122.34584 47.76726);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033020700;10479;42421
7SAYGDEE7P;Clark;Vancouver;WA;98684;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;17;258178189;POINT (-122.51692 45.6228);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041319;27453;42447
1N4BZ0CP3H;King;Seattle;WA;98177;2017;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;107;69900;32;284316763;POINT (-122.382425 47.77279);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033001400;21912;47988
5YJ3E1EB1J;King;Bellevue;WA;98008;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;69900;48;207612751;POINT (-122.11832 47.6245);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023300;10050;59850
KNDCE3LG5N;Thurston;Yelm;WA;98597;2022;KIA;NIRO;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;44100;2;176100060;POINT (-122.61023 46.94126);PUGET SOUND ENERGY INC;53067012532;14688;29412
5YJ3E1EA4P;Clark;Vancouver;WA;98664;2023;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;49;256040564;POINT (-122.589388 45.6228731);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041208;16328;53572
1N4BZ1CP4K;King;Bellevue;WA;98005;2019;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;150;52900;48;5953328;POINT (-122.16085 47.624515);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022805;9878;43022
1FADP5CU5D;Clark;Vancouver;WA;98665;2013;FORD;C-MAX;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;19;69900;49;233144026;POINT (-122.66592 45.678565);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040810;11859;58041
WAUCJBFW6P;Kitsap;Bainbridge Island;WA;98110;2023;AUDI;E-TRON GT;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;23;238998392;POINT (-122.5235781 47.6293323);PUGET SOUND ENERGY INC;53035090700;11937;57963
5YJYGAEE0M;King;Bellevue;WA;98004;2021;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;48;168509694;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023805;15778;54122
5YJYGDEE2L;King;Shoreline;WA;98133;2020;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;291;69900;32;127191011;POINT (-122.34584 47.76726);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033021000;15576;54324
5YJ3E1EB0N;King;Kirkland;WA;98033;2022;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;45;183069323;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022603;16568;53332
1V2VMPE87P;Clark;Vancouver;WA;98664;2023;VOLKSWAGEN;ID.4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;49;254304669;POINT (-122.589388 45.6228731);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041208;17667;52233
7SAYGDEE3P;King;Kent;WA;98031;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;44100;47;241595994;POINT (-122.2012521 47.3931814);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033029403;13756;30344
1FTVW1EL9P;Clark;Brush Prairie;WA;98606;2023;FORD;F-150;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;18;251812613;POINT (-122.5485715 45.7336587);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040505;25838;44062
5YJSA1E41G;King;Kirkland;WA;98034;2016;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;210;69900;1;475849811;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022300;25051;44849
7SAYGDEE5N;King;Covington;WA;98042;2022;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;47;189943421;POINT (-122.111625 47.36078);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033031705;20376;49524
1G1FW6S07H;Thurston;Olympia;WA;98512;2017;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;36800;35;132920721;POINT (-122.9131017 47.0135926);PUGET SOUND ENERGY INC;53067011822;4683;32117
1N4BZ1DV8N;Thurston;Lacey;WA;98503;2022;NISSAN;LEAF;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;31950;22;185870233;POINT (-122.8285 47.03646);PUGET SOUND ENERGY INC;53067011410;2783;29167
7SAYGDEEXP;Clark;Camas;WA;98607;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;52900;18;224576369;POINT (-122.405565 45.59009);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040610;13263;39637
JN1BF0BA9P;Kitsap;Bremerton;WA;98311;2023;NISSAN;ARIYA;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;23;236409995;POINT (-122.6466274 47.6341188);PUGET SOUND ENERGY INC;53035091600;20538;49362
2C4RC1L77P;King;Seatac;WA;98148;2023;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;44100;33;240636798;POINT (-122.32863 47.46233);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028500;12373;31727
1N4BZ1DP7L;King;Redmond;WA;98052;2020;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;69900;45;133573618;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032323;15600;54300
WBY1Z4C54G;King;Kirkland;WA;98034;2016;BMW;I3;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;72;31950;45;293450503;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021904;5685;26265
4JGGM1CB8P;King;Bellevue;WA;98004;2023;MERCEDES-BENZ;EQE-CLASS SUV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;41;250950738;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023801;5708;64192
7SAYGAEE8P;King;Seattle;WA;98102;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;43;241680372;POINT (-122.32226 47.64058);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006500;18325;51575
5YJ3E1EB5N;King;Seatac;WA;98148;2022;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;33;197354818;POINT (-122.32863 47.46233);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028500;13691;56209
7SAYGDEE7P;King;Kirkland;WA;98034;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;45;240457549;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022005;27243;42657
5YJ3E1EA2L;King;Redmond;WA;98052;2020;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;266;44100;45;131390822;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032323;16672;27428
7SAYGDEEXP;King;Seattle;WA;98125;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;46;244341646;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000102;7725;62175
1N4AZ1CP4K;King;Kirkland;WA;98034;2019;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;150;36800;45;193889944;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022003;7224;29576
WVGUNPE25N;King;Kirkland;WA;98034;2022;VOLKSWAGEN;ID.4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;1;228912022;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022204;14661;55239
7SAYGDEE8N;King;Bellevue;WA;98006;2022;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;41;205381004;POINT (-122.16937 47.571015);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033025007;21050;48850
5YJ3E1EB6N;King;Seattle;WA;98133;2022;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;36800;32;194654624;POINT (-122.34584 47.76726);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000403;11510;25290
KMHC65LD0J;King;Bellevue;WA;98007;2018;HYUNDAI;IONIQ;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;29;69900;48;258757782;POINT (-122.147385 47.599975);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023201;24110;45790
1N4AZ1CV4N;King;Shoreline;WA;98177;2022;NISSAN;LEAF;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;32;202203823;POINT (-122.382425 47.77279);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033020200;11881;58019
5YJSA1H10E;King;Burien;WA;98146;2014;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;208;69900;34;255586817;POINT (-122.355145 47.505655);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033026700;0;69900
7SAYGAEE7N;Clark;Vancouver;WA;98682;2022;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;44100;17;210052062;POINT (-122.5146473 45.67862);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041312;13417;30683
7SAYGDEE9P;King;Kent;WA;98031;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;52900;47;245853940;POINT (-122.2012521 47.3931814);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033029408;12227;40673
7SAYGDEF1P;King;Bellevue;WA;98004;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;31950;48;257405396;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023805;11166;20784
5YJ3E1EB1K;King;Bellevue;WA;98006;2019;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;31950;41;478153329;POINT (-122.16937 47.571015);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024701;8527;23423
3FA6P0SU2H;King;Bellevue;WA;98006;2017;FORD;FUSION;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;69900;41;156463730;POINT (-122.16937 47.571015);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033025001;6719;63181
5YJ3E1EA4M;King;Seattle;WA;98115;2021;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;52900;43;169692904;POINT (-122.3185 47.67949);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033004401;15801;37099
WDC0G5EB7J;King;Shoreline;WA;98133;2018;MERCEDES-BENZ;GLC-CLASS;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;9;52900;32;180723182;POINT (-122.34584 47.76726);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033021000;20255;32645
5YJ3E1EC1N;King;Kirkland;WA;98034;2022;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;36800;45;219008310;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021905;9170;27630
5YJ3E1EA0J;King;Bellevue;WA;98005;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;69900;48;173965438;POINT (-122.16085 47.624515);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023601;14003;55897
KNDJP3AE2G;Kitsap;Kingston;WA;98346;2016;KIA;SOUL;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;93;31950;23;117937774;POINT (-122.50156 47.8019);PUGET SOUND ENERGY INC;53035090102;0;31950
YV4H60DE1P;Kitsap;Bainbridge Island;WA;98110;2023;VOLVO;XC60;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;35;36800;23;230072923;POINT (-122.5235781 47.6293323);PUGET SOUND ENERGY INC;53035090902;4906;31894
WBY1Z4C5XE;King;Redmond;WA;98052;2014;BMW;I3;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;72;31950;45;177993665;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032321;2578;29372
1C4JJXP65P;King;Tukwila;WA;98188;2023;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;69900;11;231050480;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;25835;44065
